都道府県,市区町村,町名,丁目,番地,号,建物名,価格,最寄駅,物件タイプ,敷地面積
福岡県,大牟田市,諏訪,1,4,1,渋谷スクランブルスクエア,44742710,新飯塚駅,店舗,418
神奈川県,茅ヶ崎市,松林,8,15,12,東京ドームシティ,64596330,根岸駅,店舗,529
神奈川県,茅ヶ崎市,辻堂西海岸,7,3,14,代々木ゼミナール本館,74858080,桜木町駅,店舗,324
神奈川県,横須賀市,久里浜,10,9,20,明治生命館,39584540,桜木町駅,マンション,4633
神奈川県,藤沢市,湘南台,9,23,9,丸ビル,54581430,根岸駅,店舗,2865
埼玉県,川口市,西川口,9,24,9,明治生命館,42021930,朝霞台駅,店舗,4997
東京都,渋谷区,原宿,9,28,8,グランパークタワー,53779250,目黒駅,一戸建て,270
埼玉県,川口市,鳩ヶ谷,8,9,19,東京サンケイビル,52243580,北越谷駅,アパート,1848
千葉県,船橋市,船橋,7,27,11,東京国際フォーラム,83578780,鎌ヶ谷駅,店舗,2151
埼玉県,川越市,南古谷,5,12,12,丸の内パークビルディング,76982830,東松山駅,アパート,4184
東京都,渋谷区,渋谷,3,15,5,東京スクエアガーデン,68002900,新宿駅,マンション,4711
千葉県,市川市,市川,6,30,12,グランパークタワー,88074260,海浜幕張駅,アパート,3569
神奈川県,藤沢市,辻堂,1,3,9,赤坂ACTシアター,93599210,本厚木駅,オフィスビル,4024
東京都,渋谷区,渋谷,10,28,17,東京サンケイビル,22779570,高田馬場駅,アパート,4872
千葉県,市川市,南行徳,9,10,20,日本橋高島屋三井ビルディング,44160180,海浜幕張駅,アパート,3636
埼玉県,川越市,古谷,3,3,3,渋谷ヒカリエ,84296820,鳩ヶ谷駅,店舗,529
東京都,港区,赤坂,4,20,2,丸の内パークビルディング,93050340,恵比寿駅,オフィスビル,4852
千葉県,柏市,柏,1,5,8,大手町フィナンシャルシティ,58148560,幕張駅,オフィスビル,1819
福岡県,久留米市,田主丸,1,30,18,明治生命館,70934790,黒崎駅,オフィスビル,3564
東京都,港区,芝,8,30,15,東京ソラマチ,65202200,上野駅,オフィスビル,1080
埼玉県,川口市,鳩ヶ谷,9,2,18,大手町プレイス,12483390,和光市駅,店舗,2131
千葉県,千葉市,幕張,1,14,2,品川シーサイド,81076930,津田沼駅,店舗,744
埼玉県,越谷市,せんげん台,5,27,7,国立競技場,49051330,新所沢駅,マンション,3217
神奈川県,茅ヶ崎市,辻堂西海岸,5,18,5,赤坂Bizタワー,35698530,横浜駅,店舗,4469
愛知県,春日井市,高蔵寺,3,27,18,丸の内パークビルディング,23065480,犬山駅,マンション,4528
大阪府,大阪市中央区,谷町,10,23,2,品川インターシティ,25961320,堺駅,アパート,1454
埼玉県,川越市,南古谷,1,2,15,日本橋高島屋三井ビルディング,65159430,鳩ヶ谷駅,マンション,4439
千葉県,松戸市,常盤平,9,10,17,東京スカイツリー,83393970,千葉駅,オフィスビル,445
福岡県,福岡市,香椎,9,29,16,東京サンケイビル,40953070,西鉄柳川駅,マンション,824
神奈川県,横浜市,戸塚,7,3,10,品川インターシティ,67037360,鶴見駅,一戸建て,2758
埼玉県,所沢市,所沢,5,1,3,汐留シオサイト,59294580,新座駅,アパート,644
神奈川県,川崎市,登戸,9,6,20,丸の内パークビルディング,84349290,小田原駅,マンション,3720
神奈川県,藤沢市,善行,9,9,2,アトレ恵比寿,94862040,武蔵小杉駅,店舗,2117
福岡県,大牟田市,三池,9,4,15,東京シティビュー,60089450,西鉄柳川駅,一戸建て,755
神奈川県,川崎市,武蔵小杉,9,6,17,新宿パークタワー,48937570,川崎駅,オフィスビル,1105
福岡県,大牟田市,三池,9,25,19,明治生命館,34728720,直方駅,店舗,543
大阪府,吹田市,北千里,1,11,7,永田町グリッド,91974700,大阪駅,一戸建て,1037
埼玉県,川越市,川越,4,8,4,晴海トリトンスクエア,51539620,武蔵浦和駅,店舗,4322
愛知県,春日井市,神領,1,15,19,東京タワー,85966580,三河安城駅,オフィスビル,1716
東京都,千代田区,永田町,10,4,4,グランパークタワー,98011950,三鷹駅,店舗,4051
愛知県,春日井市,春日井,3,11,13,東京スカイツリー,16487750,金山駅,オフィスビル,4452
東京都,港区,芝,8,25,2,丸の内パークビルディング,35980840,高田馬場駅,マンション,1435
東京都,渋谷区,渋谷,7,26,14,汐留シティセンター,29054450,代々木駅,店舗,4422
千葉県,千葉市,稲毛,10,6,7,日本橋高島屋三井ビルディング,81661960,新浦安駅,マンション,1751
埼玉県,川越市,霞ヶ関,5,18,15,東急プラザ表参道原宿,32693670,東松山駅,店舗,3350
愛知県,一宮市,名鉄一宮,7,13,13,霞が関ビルディング,32310690,名古屋駅,アパート,1790
大阪府,吹田市,吹田,1,23,18,東京スクエアガーデン,20555300,なんば駅,一戸建て,112
東京都,新宿区,西新宿,8,7,13,銀座シックス,98544510,恵比寿駅,マンション,4542
愛知県,一宮市,尾張一宮,2,11,15,池袋サンシャインシティ,86991890,岡崎駅,オフィスビル,3937
千葉県,船橋市,三咲,6,11,15,東京サンケイビル,61147550,新松戸駅,オフィスビル,792
福岡県,北九州市,門司港,10,7,17,表参道ヒルズ,17963000,薬院駅,オフィスビル,909
大阪府,吹田市,山田,3,5,8,赤坂ACTシアター,69538750,梅田駅,マンション,3429
埼玉県,川越市,川越,9,6,18,日本橋高島屋三井ビルディング,86283380,武蔵浦和駅,一戸建て,1908
東京都,新宿区,高田馬場,9,3,3,新宿住友ビル,63502130,品川駅,一戸建て,2811
千葉県,千葉市,蘇我,2,27,15,六本木グランドタワー,82632470,千葉駅,一戸建て,434
埼玉県,所沢市,狭山ヶ丘,3,21,1,新宿パークタワー,28733320,北越谷駅,店舗,2326
千葉県,千葉市,美浜,4,11,14,アークヒルズ仙石山森タワー,39716010,千葉駅,オフィスビル,4550
千葉県,柏市,南柏,1,21,11,虎ノ門ツインビルディング,47646460,新浦安駅,アパート,766
東京都,中央区,日本橋,1,26,17,羽田イノベーションシティ,79935840,六本木駅,店舗,1533
大阪府,堺市,鳳,2,23,18,羽田イノベーションシティ,69515800,難波駅,一戸建て,4583
埼玉県,川口市,鳩ヶ谷,10,15,20,文京シビックセンター,42948660,大宮駅,マンション,3152
東京都,渋谷区,恵比寿,3,28,6,テレビ朝日本社ビル,85220630,秋葉原駅,店舗,4923
東京都,千代田区,霞が関,3,23,7,文京シビックセンター,49546560,東京駅,オフィスビル,2792
愛知県,春日井市,高蔵寺,8,5,16,グラントウキョウノースタワー,73181620,岡崎駅,アパート,2160
愛知県,一宮市,妙興寺,1,8,1,東京ポートシティ竹芝,30712950,栄駅,一戸建て,624
埼玉県,川口市,蕨,1,16,13,六本木グランドタワー,49447320,熊谷駅,アパート,4553
埼玉県,所沢市,西所沢,10,28,18,グラントウキョウノースタワー,52621230,朝霞台駅,オフィスビル,4027
東京都,中央区,築地,5,18,8,赤坂サカス,25772670,中野駅,マンション,3885
愛知県,名古屋市,千種,7,4,1,表参道ヒルズ,57136180,高蔵寺駅,アパート,4112
大阪府,豊中市,千里中央,8,23,4,晴海トリトンスクエア,40857210,梅田駅,一戸建て,1487
千葉県,千葉市,幕張,10,13,20,コレド室町,62545270,鎌ヶ谷駅,マンション,3979
愛知県,岡崎市,矢作,2,12,9,新宿野村ビル,77397760,尾張一宮駅,オフィスビル,4169
埼玉県,越谷市,南越谷,7,22,1,東京ガーデンテラス紀尾井町,73918330,北朝霞駅,オフィスビル,662
東京都,千代田区,丸の内,9,13,19,東京ミッドタウン,24515260,目黒駅,アパート,2335
千葉県,柏市,北柏,10,11,10,東京オペラシティ,60827500,海浜幕張駅,店舗,345
千葉県,柏市,柏,4,6,8,東京スカイツリー,73556010,西船橋駅,マンション,886
埼玉県,所沢市,新所沢,4,19,6,渋谷マークシティ,57262490,越谷駅,マンション,2364
東京都,千代田区,秋葉原,6,16,3,東京ビッグサイト,59533750,東京駅,マンション,2888
神奈川県,川崎市,川崎,3,22,13,パレスホテル東京,82958670,戸塚駅,一戸建て,4037
千葉県,松戸市,新松戸,6,11,14,銀座シックス,79985130,幕張駅,アパート,1345
福岡県,久留米市,田主丸,5,4,14,二子玉川ライズ,78359040,新飯塚駅,オフィスビル,735
大阪府,大阪市北区,梅田,1,11,18,渋谷ヒカリエ,29666110,岸和田駅,一戸建て,2747
大阪府,吹田市,南千里,7,26,5,東京ガーデンテラス紀尾井町,75872290,大阪駅,マンション,3132
愛知県,岡崎市,矢作,10,2,8,汐留メディアタワー,25172080,三河安城駅,オフィスビル,4924
千葉県,松戸市,松戸,5,30,14,新宿三井ビルディング,18557460,津田沼駅,オフィスビル,4005
神奈川県,横須賀市,追浜,3,26,1,大手町プレイス,75057100,小田原駅,オフィスビル,2145
東京都,港区,麻布,3,1,1,東京オペラシティタワー,96706770,新橋駅,店舗,4550
福岡県,久留米市,花畑,10,19,19,アークヒルズ,28108940,西鉄久留米駅,オフィスビル,1073
千葉県,市川市,行徳,4,29,20,新宿三井ビルディング,15249760,鎌ヶ谷駅,店舗,3599
神奈川県,横須賀市,衣笠,3,9,7,豊洲市場,44052980,茅ヶ崎駅,アパート,2976
福岡県,久留米市,北野,7,16,5,赤坂インターシティAIR,19963220,小倉駅,一戸建て,623
福岡県,大牟田市,勝立,4,13,18,東急プラザ表参道原宿,47459780,博多駅,アパート,3506
福岡県,福岡市,天神,10,20,6,霞が関ビルディング,23009950,博多駅,アパート,2368
千葉県,柏市,新柏,1,11,11,渋谷スクランブルスクエア,34091190,本八幡駅,アパート,1000
大阪府,大阪市北区,扇町,5,18,3,日本テレビタワー,91044450,天王寺駅,マンション,2944
千葉県,松戸市,新松戸,1,22,15,世界貿易センタービル,34368760,市川駅,一戸建て,261
大阪府,大阪市北区,大淀,7,8,6,赤坂サカス,89858720,泉佐野駅,マンション,2808
東京都,渋谷区,代々木,10,23,15,日本テレビタワー,88387860,池袋駅,マンション,354
東京都,千代田区,永田町,9,7,5,丸の内パークビルディング,50014360,秋葉原駅,オフィスビル,4155
東京都,中央区,月島,5,24,9,アトレ恵比寿,62533150,池袋駅,店舗,1742
東京都,中央区,日本橋,2,17,20,表参道ヒルズ,95908530,三鷹駅,アパート,2892
千葉県,船橋市,北習志野,5,27,19,キャロットタワー,52524020,柏駅,店舗,2936
埼玉県,川越市,霞ヶ関,8,19,11,二子玉川ライズ,11899500,浦和駅,店舗,250
東京都,新宿区,西新宿,5,5,11,東京スカイツリー,37926430,上野駅,マンション,2203
大阪府,大阪市北区,天満,10,6,13,東京サンケイビル,75034320,淀屋橋駅,アパート,1192
東京都,新宿区,四谷,10,7,16,日本テレビタワー,20884690,大崎駅,一戸建て,4507
大阪府,大阪市中央区,心斎橋,8,19,6,日本橋三井タワー,75893080,難波駅,一戸建て,3749
千葉県,松戸市,八柱,10,30,13,東京オペラシティ,67820760,千葉駅,マンション,950
千葉県,柏市,柏,5,11,7,東京スクエアガーデン,71605140,成田駅,マンション,4119
埼玉県,川口市,川口,3,28,2,表参道ヒルズ,93997560,大宮駅,店舗,2957
神奈川県,茅ヶ崎市,茅ヶ崎,6,10,7,丸の内パークビルディング,48452750,藤沢駅,マンション,388
神奈川県,川崎市,登戸,8,27,8,東京エレクトロンホール宮城,90154310,相模大野駅,一戸建て,3323
神奈川県,横浜市,戸塚,5,5,12,キャロットタワー,94501870,武蔵小杉駅,オフィスビル,496
福岡県,飯塚市,鯰田,7,5,1,天王洲アイル,13425410,天神駅,店舗,1271
愛知県,豊田市,土橋,6,29,1,新宿センタービル,28494850,金山駅,マンション,1020
大阪府,堺市,鳳,8,17,1,新丸の内ビルディング,71757530,梅田駅,アパート,4411
大阪府,吹田市,山田,6,11,11,渋谷マークシティ,42463450,天王寺駅,店舗,4166
大阪府,大阪市中央区,堺筋本町,1,14,15,世界貿易センタービル,66941490,高槻駅,アパート,298
大阪府,吹田市,山田,5,19,15,東京オペラシティタワー,39737210,新大阪駅,一戸建て,3347
福岡県,久留米市,田主丸,10,29,15,東京芸術劇場,26425600,赤坂駅,店舗,284
神奈川県,藤沢市,辻堂,10,5,12,新宿パークタワー,24316410,藤沢駅,マンション,1855
千葉県,船橋市,津田沼,3,19,20,東京エレクトロンホール宮城,50371490,新浦安駅,アパート,2288
大阪府,大阪市中央区,難波,5,5,9,秋葉原ダイビル,15610730,高槻駅,一戸建て,1204
東京都,千代田区,秋葉原,3,27,20,浅草文化観光センター,67064710,銀座駅,一戸建て,2185
福岡県,北九州市,八幡,2,6,13,東京オペラシティタワー,43835730,小倉駅,店舗,4708
大阪府,堺市,泉ヶ丘,3,27,16,国立新美術館,20202660,新大阪駅,アパート,1388
神奈川県,横須賀市,追浜,4,21,16,豊洲市場,93192290,戸塚駅,一戸建て,4590
愛知県,豊田市,上豊田,1,10,11,グラントウキョウノースタワー,42503810,岡崎駅,一戸建て,502
神奈川県,藤沢市,善行,5,28,12,赤坂Bizタワー,52607110,新横浜駅,店舗,1341
神奈川県,横浜市,関内,8,9,12,東京ガーデンテラス紀尾井町,35485700,新横浜駅,オフィスビル,1495
東京都,港区,赤坂,2,24,11,国立競技場,76282140,八王子駅,店舗,2769
神奈川県,茅ヶ崎市,浜竹,10,4,18,グラントウキョウノースタワー,45926740,登戸駅,一戸建て,4179
福岡県,福岡市,姪浜,6,15,18,ミッドタウン日比谷,51142830,九大学研都市駅,一戸建て,494
福岡県,北九州市,門司港,3,3,3,日本橋三井タワー,41389850,折尾駅,一戸建て,1840
千葉県,松戸市,新松戸,7,26,16,大手町フィナンシャルシティ,69027380,柏駅,一戸建て,3758
愛知県,岡崎市,北岡崎,6,26,20,東京駅丸の内駅舎,62130280,瀬戸駅,オフィスビル,2176
福岡県,大牟田市,勝立,3,25,14,御茶ノ水ソラシティ,97485990,行橋駅,一戸建て,2830
千葉県,市川市,南行徳,1,21,7,赤坂インターシティAIR,53699620,鎌ヶ谷駅,店舗,4205
東京都,新宿区,西新宿,6,7,3,新宿野村ビル,31721840,秋葉原駅,一戸建て,3052
愛知県,一宮市,木曽川,9,28,16,丸ビル,87665540,岡崎駅,アパート,4308
福岡県,久留米市,善導寺,2,8,17,パレスホテル東京,30527230,赤坂駅,マンション,3360
埼玉県,越谷市,せんげん台,7,27,8,新丸の内ビルディング,62864030,朝霞台駅,アパート,2908
埼玉県,所沢市,新所沢,1,16,6,世界貿易センタービル,65835450,川口駅,アパート,1222
埼玉県,さいたま市,大宮,3,21,6,サンシャイン60,53119270,南浦和駅,オフィスビル,3983
愛知県,一宮市,名鉄一宮,6,5,20,日比谷国際ビル,63581990,有松駅,店舗,1957
千葉県,船橋市,三咲,7,5,2,豊洲市場,34162450,津田沼駅,マンション,2437
大阪府,吹田市,吹田,3,16,9,東京スカイツリー,53326320,堺駅,オフィスビル,568
福岡県,大牟田市,三池,7,27,18,東京シティビュー,30072470,博多駅,オフィスビル,1340
東京都,渋谷区,代々木,5,30,11,東京タワー,85641170,銀座駅,一戸建て,2052
大阪府,豊中市,千里中央,8,24,12,明治生命館,79680010,淀屋橋駅,アパート,908
千葉県,市川市,南行徳,3,23,12,キャロットタワー,53192030,南柏駅,アパート,2944
埼玉県,所沢市,狭山ヶ丘,10,24,17,東京シティビュー,80695250,東松山駅,店舗,2677
神奈川県,川崎市,登戸,2,4,20,アークヒルズ仙石山森タワー,98468210,川崎駅,マンション,3601
大阪府,大阪市北区,天満,8,27,9,六本木グランドタワー,38541680,難波駅,マンション,1243
千葉県,千葉市,稲毛,5,5,8,東京ドームシティ,32863510,南船橋駅,マンション,4522
神奈川県,横浜市,新横浜,2,23,2,アーバンドック ららぽーと豊洲,84736080,本厚木駅,一戸建て,580
愛知県,一宮市,尾張一宮,3,10,11,赤坂Bizタワー,73863370,金山駅,マンション,1444
大阪府,大阪市中央区,心斎橋,10,21,2,東京オペラシティ,20339820,京橋駅,マンション,505
